
Grupo,PROMEDIO1,PROMEDIO2,PROMEDIO3,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,Viveconmadre,Viveconpadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,Numgrado,Edad,Hombre,Mujer
7 ,38.000,38.100,31.000,35.300,8,6,19,20,14,2 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
7 ,38.800,35.600,36.800,37.600,3,16,6,5,9,2 ,2,1,0,0,0,0,1,0,0,0,0,1,6,0,1
7 ,36.200,35.900,27.800,32.100,12,16,27,28,20,1 ,2,1,0,0,0,0,0,1,0,0,0,3,8,1,0
6 ,41.000,41.900,.000,.000,15,13,1,14,0,1 ,2,1,0,0,0,0,0,1,0,0,0,4,10,1,0
7 ,39.200,41.200,35.800,38.400,2,4,10,12,6,1 ,2,1,0,0,0,0,0,1,0,0,0,1,6,1,0
6 ,40.300,39.900,41.800,40.500,18,18,13,21,14,3 ,2,0,1,0,0,0,0,1,0,0,0,2,6,1,0
6 ,41.800,43.500,39.300,.000,6,4,15,10,1,3 ,2,0,1,0,0,0,0,1,0,0,0,4,8,1,0
6 ,38.400,36.400,36.600,37.400,11,14,18,13,13,3 ,2,0,1,0,0,0,0,1,0,0,0,1,5,1,0
2 ,41.545,36.818,38.545,40.000,21,21,25,15,20,2 ,2,0,0,1,0,1,0,0,0,0,0,3,8,0,1
2 ,37.400,43.100,43.600,.000,26,21,20,23,1,2 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
7 ,35.600,35.600,35.000,35.600,12,16,13,16,15,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,0,1
6 ,44.400,47.600,.000,.000,6,5,1,5,0,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
1 ,39.600,35.200,39.900,39.200,19,22,12,11,19,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,1,0
1 ,34.300,38.300,37.300,36.500,27,22,23,26,24,1 ,2,0,0,1,0,0,0,0,1,0,0,4,8,1,0
3 ,40.300,38.000,41.200,39.800,5,10,8,10,10,1 ,2,1,0,0,0,0,0,1,0,0,0,4,10,1,0
3 ,38.900,.000,.000,38.900,8,22,22,24,11,1 ,2,0,0,1,0,0,1,0,0,0,1,4,7,1,0
2 ,36.800,38.900,36.500,37.500,25,16,26,20,22,3 ,1,0,0,1,0,0,0,0,1,0,0,5,10,0,1
3 ,34.182,40.000,38.545,37.636,20,10,10,17,14,2 ,2,1,0,0,0,0,1,0,0,0,0,8,13,0,1
4 ,38.083,35.250,38.250,.000,11,10,7,11,0,1 ,2,0,0,1,0,0,0,0,1,0,0,5,16,0,1
7 ,31.727,31.818,34.273,31.909,24,21,14,23,17,1 ,2,0,0,1,0,0,0,0,1,0,0,8,14,0,1
7 ,35.400,35.200,30.900,.000,23,18,26,27,1,2 ,2,0,0,1,0,0,0,0,1,0,0,6,11,1,0
6 ,45.100,42.100,42.400,43.500,1,2,3,1,1,2 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
7 ,33.800,36.700,30.000,33.500,18,11,23,31,17,1 ,2,1,0,0,0,0,1,0,0,0,1,3,8,0,1
2 ,15.571,15.250,.000,.000,30,31,1,30,0,1 ,2,0,1,0,0,1,0,0,0,0,0,10,17,0,1
6 ,37.667,37.167,35.417,35.750,15,14,14,22,15,2 ,2,0,1,0,0,1,0,0,0,0,0,9,15,1,0
6 ,28.500,26.800,.000,.000,29,27,1,30,0,1 ,2,0,0,1,0,0,0,0,1,0,0,5,9,0,1
6 ,27.800,28.900,30.000,.000,26,25,28,27,1,1 ,2,0,0,1,0,0,0,0,1,0,0,4,8,0,1
1 ,39.400,41.000,36.000,38.600,17,14,14,18,18,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
6 ,44.000,.000,.000,44.000,2,1,1,1,2,2 ,2,1,0,0,0,0,1,0,0,0,1,6,11,1,0
7 ,49.400,49.500,50.000,49.800,3,1,1,1,1,2 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
3 ,36.100,32.900,34.400,36.000,15,19,18,8,19,3 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
7 ,34.364,37.182,.000,.000,21,11,1,15,0,3 ,2,0,0,1,0,1,0,0,0,0,0,7,11,1,0
3 ,37.100,35.400,38.600,36.900,13,16,12,19,18,1 ,2,0,0,1,0,0,0,0,1,0,0,3,7,1,0
3 ,47.600,46.200,47.400,.000,2,10,4,3,1,1 ,2,1,0,0,0,0,1,0,0,0,0,6,11,0,1
3 ,41.200,40.900,43.400,42.100,2,5,3,4,4,1 ,2,1,0,0,0,0,1,0,0,0,0,4,8,0,1
3 ,38.200,34.500,30.000,33.900,9,18,20,21,23,1 ,2,0,0,1,0,0,0,0,1,0,1,4,9,1,0
3 ,29.750,35.917,32.167,33.667,27,14,24,18,18,1 ,2,0,1,0,0,0,1,0,0,0,0,12,18,1,0
1 ,45.200,43.000,40.000,42.200,7,13,11,13,12,2 ,2,1,0,0,0,0,1,0,0,0,0,1,5,1,0
1 ,31.333,26.750,29.333,29.083,26,28,28,27,29,1 ,2,1,0,0,0,0,1,0,0,0,1,11,18,0,1
5 ,33.833,36.583,32.167,34.750,15,10,29,17,14,1 ,3,0,0,1,0,1,0,0,0,0,0,10,15,0,1
6 ,35.545,37.000,37.273,36.636,11,9,13,11,11,1 ,2,1,0,0,0,0,1,0,0,0,0,7,12,1,0
3 ,38.000,37.300,40.100,38.600,16,19,12,17,17,2 ,3,1,0,0,0,0,1,0,0,0,0,3,8,1,0
1 ,41.000,48.000,45.000,44.000,5,1,1,2,1,1 ,2,0,0,1,0,1,0,0,0,0,0,5,9,1,0
7 ,45.200,46.600,.000,.000,5,4,1,4,0,2 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
6 ,41.100,43.300,43.500,43.200,6,2,1,1,1,1 ,2,1,0,0,0,0,1,0,0,0,0,2,7,1,0
7 ,46.000,44.400,45.200,45.400,1,3,4,5,1,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
7 ,40.000,45.400,46.000,44.400,3,2,2,4,2,0 ,2,0,0,1,0,0,0,0,1,0,0,1,6,0,1
6 ,48.400,42.100,43.900,.000,7,19,18,18,1,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
6 ,39.600,34.600,38.000,38.200,11,23,17,8,13,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
6 ,38.400,33.000,35.400,35.600,14,24,23,17,22,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,1,0
6 ,40.800,45.600,43.800,43.000,7,2,3,9,3,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
6 ,41.300,43.600,41.600,41.800,5,1,5,5,4,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
7 ,44.000,44.300,45.600,.000,2,3,2,2,1,1 ,2,0,0,1,0,1,0,0,0,0,0,3,8,1,0
6 ,39.000,43.000,42.400,41.400,12,8,8,4,8,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,1,0
6 ,49.400,48.200,46.100,.000,3,6,8,8,1,5 ,2,0,0,1,0,0,0,0,1,0,0,3,7,0,1
6 ,41.800,42.800,.000,.000,13,10,1,13,0,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
6 ,46.900,44.900,.000,.000,3,5,1,5,0,2 ,2,0,0,1,0,0,0,1,0,0,0,3,9,0,1
6 ,40.700,35.400,39.500,38.700,8,18,10,8,10,0 ,2,1,0,0,0,0,0,1,0,0,0,2,6,1,0
6 ,40.600,37.000,43.600,40.200,8,17,4,11,9,1 ,2,0,0,1,0,1,0,0,0,0,1,1,6,0,1
6 ,46.400,45.800,44.400,.000,16,12,17,14,1,0 ,2,0,0,1,0,1,0,0,0,0,0,3,8,0,1
6 ,38.600,38.600,40.200,39.800,13,14,12,8,10,0 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
2 ,45.500,46.800,47.600,.000,2,6,4,3,1,2 ,1,0,1,0,0,0,0,0,1,0,0,3,8,1,0
2 ,47.100,49.000,.000,.000,5,1,1,3,0,2 ,1,0,1,0,0,0,0,0,1,0,0,4,9,1,0
6 ,32.400,23.900,.000,.000,25,29,1,28,0,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
2 ,40.000,50.000,50.000,48.000,4,1,1,1,3,1 ,2,0,1,0,0,0,0,0,1,0,1,1,6,1,0
1 ,46.600,42.900,.000,.000,11,21,1,20,0,1 ,2,0,1,0,0,0,0,0,1,0,0,4,9,0,1
2 ,39.900,35.200,33.800,.000,15,23,24,23,1,1 ,2,0,1,0,0,1,0,0,0,0,0,3,7,0,1
2 ,40.000,42.000,45.000,41.800,4,7,5,10,9,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
1 ,38.200,38.400,29.700,.000,24,22,30,20,1,1 ,2,0,1,0,0,0,0,1,0,0,0,3,7,1,0
1 ,40.300,35.700,28.200,34.100,19,28,29,27,26,1 ,2,1,0,0,0,0,1,0,0,0,0,2,7,1,0
3 ,33.444,34.200,36.800,.000,22,26,21,25,1,1 ,2,1,0,0,0,0,1,0,0,0,1,1,8,1,0
1 ,47.800,41.000,44.400,44.600,6,14,11,12,11,1 ,3,1,0,0,0,0,0,0,1,0,0,1,5,1,0
1 ,40.300,37.600,38.000,.000,16,24,24,16,1,1 ,2,0,1,0,0,0,0,1,0,0,0,3,7,0,1
1 ,40.300,43.200,.000,.000,25,19,1,25,0,1 ,2,0,1,0,0,0,0,1,0,0,0,4,8,0,1
2 ,40.800,42.700,44.800,.000,12,14,7,12,1,1 ,2,0,1,0,0,0,0,0,1,0,0,3,8,1,0
7 ,37.600,36.600,36.600,37.000,11,17,16,18,19,3 ,2,0,0,1,0,0,0,1,0,0,0,1,6,1,0
6 ,41.500,41.300,.000,.000,13,14,1,15,0,5 ,2,1,0,0,0,0,0,1,0,0,0,4,8,1,0
7 ,38.200,43.800,43.200,41.800,8,4,6,9,8,1 ,1,0,0,1,0,0,0,0,1,0,0,1,6,1,0
7 ,40.700,32.100,.000,.000,11,25,1,20,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,8,1,0
7 ,37.800,42.400,43.000,42.200,10,7,7,7,7,1 ,2,0,0,1,0,1,0,0,0,0,0,1,5,1,0
7 ,43.200,44.900,.000,.000,7,7,1,6,0,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
7 ,30.600,22.500,23.000,.000,21,25,30,30,1,1 ,2,1,0,0,0,0,1,0,0,0,0,3,7,0,1
7 ,50.000,47.500,48.700,48.700,1,3,2,6,3,0 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
7 ,38.000,36.200,41.800,40.000,9,19,8,8,11,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
6 ,48.000,44.400,45.200,.000,8,16,14,13,1,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
6 ,49.000,40.000,39.800,.000,5,26,24,20,1,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
6 ,40.300,37.400,37.100,38.600,9,13,19,7,11,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,1,0
6 ,40.700,43.900,.000,.000,16,10,1,11,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,9,1,0
7 ,47.200,47.100,.000,.000,1,3,1,1,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,9,1,0
6 ,35.300,33.400,33.900,34.400,22,21,23,21,23,0 ,2,1,0,0,0,0,1,0,0,0,0,2,7,1,0
2 ,42.600,41.100,40.600,41.900,15,11,14,12,13,1 ,2,0,0,0,1,0,0,1,0,0,0,2,6,0,1
6 ,33.100,28.000,33.100,30.600,27,27,25,25,25,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,1,0
6 ,43.100,44.200,46.400,.000,11,8,7,8,1,2 ,2,0,0,1,0,0,0,1,0,0,0,2,8,0,1
7 ,41.500,31.000,31.900,.000,7,22,25,23,1,0 ,2,1,0,0,0,0,0,1,0,0,0,3,7,1,0
7 ,46.900,47.200,.000,.000,2,2,1,1,0,0 ,2,1,0,0,0,0,0,1,0,0,0,4,8,1,0
6 ,43.000,48.000,.000,.000,11,2,1,6,0,0 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
6 ,36.000,32.000,34.000,34.000,21,24,21,22,23,1 ,2,1,0,0,0,0,1,0,0,0,0,1,7,0,1
2 ,40.400,37.400,37.200,38.800,21,22,22,23,22,1 ,2,0,1,0,0,1,0,0,0,0,0,2,6,0,1
1 ,37.200,36.000,34.900,36.400,23,26,26,25,23,1 ,2,0,1,0,0,0,0,1,0,0,0,2,6,1,0
1 ,45.700,46.900,.000,.000,15,13,1,14,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,8,1,0
1 ,45.600,41.000,45.400,44.400,12,14,9,12,12,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,0,1
1 ,44.700,44.000,45.800,.000,9,8,7,5,1,1 ,3,1,0,0,0,0,0,0,1,0,0,3,7,1,0
1 ,47.400,48.100,.000,.000,7,4,1,7,0,1 ,3,1,0,0,0,0,0,0,1,0,0,4,8,1,0
2 ,38.000,34.600,38.000,39.400,5,14,10,4,12,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,0,1
1 ,48.200,43.000,46.400,46.400,4,10,7,4,7,1 ,2,0,1,0,0,0,0,1,0,0,0,1,5,0,1
2 ,41.200,40.200,36.200,38.700,19,14,23,25,23,1 ,2,0,1,0,0,0,0,0,1,0,0,2,7,1,0
2 ,40.000,35.800,38.600,38.600,4,13,9,10,15,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,1,0
6 ,39.000,39.200,39.200,40.100,15,15,15,8,15,1 ,2,0,0,1,0,1,0,0,0,0,0,3,7,1,0
7 ,32.700,33.900,34.000,34.100,24,15,16,22,19,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,0,1
7 ,40.100,40.100,39.400,.000,12,15,18,17,1,1 ,2,0,0,1,0,1,0,0,0,0,0,3,9,0,1
6 ,45.700,44.900,.000,.000,5,5,1,5,0,1 ,2,1,0,0,0,0,1,0,0,0,0,5,9,1,0
7 ,38.400,39.600,35.400,38.000,5,9,12,6,8,2 ,2,0,0,1,0,1,0,0,0,0,0,1,5,0,1
7 ,40.300,39.800,42.100,40.700,2,2,1,1,1,2 ,2,0,0,1,0,1,0,0,0,0,0,3,7,1,0
7 ,37.100,36.400,32.300,35.300,11,12,17,11,14,1 ,2,1,0,0,0,0,0,1,0,0,0,3,8,0,1
7 ,42.900,44.100,.000,.000,8,8,1,8,0,1 ,2,1,0,0,0,0,0,1,0,0,0,4,10,0,1
7 ,38.000,40.000,37.200,38.600,7,7,5,3,5,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,0,1
3 ,45.111,39.778,40.200,40.500,17,19,23,19,22,2 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
2 ,40.000,37.600,40.000,39.200,6,9,6,7,12,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,1,0
3 ,41.200,31.000,29.600,.000,19,27,28,27,1,1 ,2,1,0,0,0,0,1,0,0,0,0,3,9,1,0
2 ,45.800,43.700,.000,.000,12,16,1,13,0,1 ,2,0,0,1,0,0,0,0,1,0,0,5,9,0,1
1 ,46.700,48.000,.000,.000,7,5,1,6,0,1 ,2,0,0,1,0,0,0,0,1,0,0,5,9,0,1
1 ,40.000,38.000,38.000,39.800,16,17,13,12,17,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
1 ,42.100,36.700,35.600,38.400,13,24,25,20,20,1 ,2,1,0,0,0,0,1,0,0,0,0,2,8,1,0
3 ,44.400,46.700,46.300,.000,7,7,9,6,1,1 ,2,0,0,1,0,0,0,0,1,0,0,3,9,0,1
3 ,46.000,47.182,47.455,46.273,4,3,5,9,3,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,0,1
2 ,49.000,48.900,47.700,48.400,6,5,6,5,5,0 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
2 ,36.800,48.000,45.000,45.200,9,2,3,1,5,0 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
3 ,44.455,43.636,48.273,45.545,8,10,4,5,4,0 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
1 ,40.000,39.000,32.000,37.600,16,16,15,17,21,1 ,2,1,0,0,0,0,1,0,0,0,1,1,6,0,1
1 ,42.000,44.600,43.000,42.600,13,9,9,16,11,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
2 ,45.900,47.200,.000,.000,11,9,1,9,0,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
3 ,46.818,48.182,49.000,47.909,1,1,2,2,1,3 ,2,0,0,1,0,1,0,0,0,0,0,3,8,1,0
6 ,33.500,36.700,32.800,.000,21,19,23,21,1,2 ,2,1,0,0,0,0,0,1,0,0,0,4,8,0,1
2 ,36.200,44.000,41.000,40.400,11,5,5,6,11,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
1 ,48.800,46.600,47.400,47.800,2,4,3,1,3,0 ,2,1,0,0,0,0,0,0,1,0,0,1,6,0,1
1 ,43.909,42.091,43.818,43.818,8,13,11,6,8,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
6 ,42.545,44.727,43.818,43.818,3,3,3,4,3,1 ,2,0,0,1,0,1,0,0,0,0,1,7,11,1,0
1 ,35.083,.000,.000,35.083,16,28,27,26,15,1 ,2,0,0,1,0,0,0,0,1,0,1,12,17,0,1
1 ,31.636,34.727,37.182,35.364,20,19,10,13,14,2 ,2,1,0,0,0,0,1,0,0,0,0,8,13,0,1
3 ,40.700,42.000,45.000,.000,23,22,14,21,1,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
6 ,29.909,32.818,30.364,30.818,26,22,24,26,25,2 ,2,0,0,0,1,0,1,0,0,0,1,8,14,1,0
2 ,42.800,44.300,45.300,44.400,4,6,5,7,4,2 ,3,0,0,1,0,1,0,0,0,0,0,5,10,1,0
2 ,41.417,36.917,.000,.000,11,17,1,17,0,1 ,2,0,0,1,0,0,0,0,1,0,0,12,17,0,1
2 ,34.636,34.364,35.909,34.636,20,13,9,16,14,2 ,2,0,1,0,0,0,0,0,1,0,0,7,11,1,0
3 ,41.000,41.400,33.900,37.300,3,4,19,20,15,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,1,0
4 ,31.091,32.182,29.727,30.273,23,18,28,27,24,1 ,2,0,0,1,0,0,0,0,1,0,1,7,13,1,0
2 ,34.091,38.545,42.091,.000,19,11,3,11,1,3 ,2,1,0,0,0,0,1,0,0,0,0,8,13,0,1
1 ,.000,.000,40.273,39.909,25,24,16,19,18,1 ,2,1,0,0,0,1,0,0,0,0,0,3,7,1,0
4 ,43.455,44.091,.000,.000,11,9,1,9,0,1 ,2,1,0,0,0,1,0,0,0,0,0,8,11,1,0
1 ,43.455,44.091,.000,.000,11,9,1,9,0,1 ,2,1,0,0,0,1,0,0,0,0,0,7,11,1,0
6 ,28.600,35.300,35.800,34.100,29,13,13,11,17,1 ,2,1,0,0,0,0,1,0,0,0,0,4,9,1,0
2 ,39.167,44.417,43.750,.000,15,2,4,4,1,1 ,2,0,0,1,0,1,0,0,0,0,0,9,14,1,0
6 ,43.000,44.900,.000,.000,11,9,1,9,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
7 ,42.800,45.000,.000,.000,9,6,1,7,0,1 ,1,0,0,1,0,0,0,0,1,0,0,4,9,1,0
7 ,38.900,39.100,.000,.000,21,17,1,19,0,1 ,2,0,0,1,0,1,0,0,0,0,0,3,9,1,0
7 ,36.000,34.200,33.600,34.600,15,23,22,24,23,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
7 ,47.100,41.000,45.700,43.400,8,13,8,15,13,1 ,2,0,0,1,0,1,0,0,0,0,0,2,6,1,0
7 ,35.400,35.200,33.000,34.800,16,21,23,23,22,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,0,1
7 ,49.400,43.300,47.400,46.800,2,11,5,7,7,2 ,2,0,0,1,0,1,0,0,0,0,0,2,7,0,1
7 ,41.900,43.500,45.200,.000,6,4,3,5,1,2 ,2,0,0,1,0,0,0,0,1,0,0,3,7,0,1
7 ,39.400,40.900,41.300,.000,13,13,12,14,1,1 ,2,0,0,1,0,1,0,0,0,0,0,3,8,0,1
6 ,34.500,35.400,38.500,36.600,25,18,13,17,18,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
6 ,41.400,41.600,44.000,42.200,5,11,2,6,6,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,1,0
6 ,24.600,27.800,.000,.000,29,26,1,29,0,1 ,2,0,0,1,0,0,0,0,1,0,0,4,8,0,1
6 ,35.200,36.700,37.400,36.900,23,15,17,14,17,1 ,2,1,0,0,0,0,1,0,0,0,0,2,6,1,0
1 ,38.200,42.900,40.600,40.700,22,14,15,17,16,1 ,2,1,0,0,0,0,0,1,0,0,0,2,6,1,0
1 ,47.100,47.400,.000,.000,9,9,1,9,0,1 ,2,1,0,0,0,0,0,1,0,0,0,4,8,1,0
2 ,46.700,48.200,.000,.000,7,4,1,5,0,1 ,2,0,1,0,0,0,0,0,1,0,0,4,9,1,0
1 ,45.100,47.300,.000,.000,17,10,1,15,0,1 ,1,0,1,0,0,0,0,0,1,0,0,4,9,1,0
2 ,35.200,36.700,38.300,37.000,28,24,20,24,24,0 ,2,1,0,0,0,0,1,0,0,0,0,2,7,0,1
2 ,42.900,39.400,41.700,42.300,12,15,9,5,11,2 ,2,0,0,1,0,1,0,0,0,0,0,2,7,0,1
1 ,43.000,43.000,44.800,44.600,17,10,10,5,11,2 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
2 ,38.100,34.500,33.500,35.500,25,28,25,28,27,1 ,2,1,0,0,0,0,0,1,0,0,0,2,6,1,0
1 ,47.400,37.300,31.600,.000,2,25,27,16,1,2 ,2,0,0,1,0,1,0,0,0,0,0,3,7,1,0
2 ,46.400,43.400,.000,.000,8,18,1,14,0,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
1 ,33.000,20.000,18.700,.000,30,33,34,26,1,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
3 ,39.900,36.300,37.600,.000,19,24,20,22,1,1 ,2,0,1,0,0,0,0,0,1,0,0,2,8,1,0
7 ,17.600,37.900,.000,.000,30,18,1,27,0,3 ,2,0,0,1,0,0,0,0,1,0,0,4,8,0,1
6 ,21.000,30.800,.000,.000,27,23,1,25,0,5 ,2,1,0,0,0,0,0,1,0,0,0,3,9,0,1
6 ,35.800,37.000,34.600,36.200,19,17,25,12,19,5 ,2,1,0,0,0,0,0,1,0,0,0,1,6,0,1
6 ,36.200,35.300,38.300,36.900,20,19,14,15,17,3 ,2,1,0,0,0,0,1,0,0,0,0,2,7,0,1
6 ,27.000,30.400,.000,.000,28,24,1,27,0,3 ,2,1,0,0,0,0,1,0,0,0,0,4,9,0,1
7 ,37.200,36.400,37.600,37.800,12,18,13,14,16,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
6 ,36.300,35.100,.000,.000,22,21,1,22,0,2 ,2,1,0,0,0,1,0,0,0,0,0,4,9,0,1
7 ,30.100,21.400,.000,.000,25,30,1,28,0,1 ,2,1,0,0,0,0,0,1,0,0,0,4,9,1,0
7 ,37.000,34.200,34.000,34.400,13,23,21,27,24,1 ,2,1,0,0,0,0,0,1,0,0,0,1,6,1,0
2 ,45.000,40.000,48.000,45.600,3,8,2,1,5,0 ,2,0,0,1,0,1,0,0,0,0,0,1,5,0,1
1 ,37.100,40.500,39.700,39.700,24,20,16,15,18,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,0,1
2 ,38.000,38.000,40.000,38.800,5,11,7,14,14,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
7 ,35.400,34.200,35.600,35.400,16,23,19,21,21,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,1,0
6 ,45.200,45.400,.000,.000,5,8,1,7,0,2 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
7 ,46.800,35.500,34.800,38.500,11,16,21,19,15,1 ,2,0,0,1,0,1,0,0,0,0,0,2,6,0,1
7 ,38.600,38.000,38.800,38.400,7,14,12,13,14,1 ,2,0,0,1,0,1,0,0,0,0,0,1,5,0,1
7 ,38.200,37.000,39.600,38.800,8,15,11,12,13,1 ,2,0,0,1,0,1,0,0,0,0,0,1,5,1,0
2 ,37.200,33.900,23.900,.000,23,24,31,25,1,2 ,2,0,1,0,0,0,0,0,1,0,0,3,7,0,1
2 ,48.800,48.400,50.000,49.400,1,4,1,1,1,2 ,2,0,0,0,1,0,0,0,1,0,0,1,6,0,1
1 ,46.300,42.100,.000,.000,13,23,1,21,0,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
1 ,45.600,39.000,47.000,43.400,12,18,5,13,13,1 ,2,1,0,0,0,0,0,1,0,0,0,1,5,1,0
1 ,45.400,42.800,43.400,44.600,13,11,13,8,11,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
2 ,45.300,47.600,42.300,.000,4,4,11,7,1,1 ,2,0,1,0,0,0,0,0,1,0,0,3,8,1,0
1 ,42.000,43.600,42.700,42.100,14,11,11,18,11,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,1,0
1 ,39.800,41.700,41.900,.000,19,17,16,11,1,1 ,1,0,1,0,0,0,0,0,1,0,0,3,8,1,0
1 ,44.400,39.600,.000,.000,20,24,1,24,0,2 ,2,0,1,0,0,0,0,0,1,0,0,4,9,0,1
2 ,45.000,37.400,47.000,44.800,3,12,3,1,6,2 ,2,0,1,0,0,0,0,0,1,0,0,1,6,0,1
2 ,38.600,21.111,20.556,.000,16,19,19,21,1,1 ,2,0,1,0,0,0,0,0,1,0,0,2,7,0,1
1 ,48.200,44.400,47.600,47.000,4,8,4,4,5,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
1 ,46.200,47.900,.000,.000,14,6,1,11,0,1 ,2,0,1,0,0,0,1,0,0,0,0,4,8,1,0
2 ,47.300,47.900,.000,.000,4,7,1,4,0,2 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
2 ,44.600,32.900,.000,.000,15,26,1,26,0,1 ,2,1,0,0,0,0,0,1,0,0,0,4,8,1,0
2 ,38.000,33.400,38.600,37.200,5,18,9,11,18,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
2 ,39.200,40.300,42.300,.000,18,17,11,17,1,3 ,2,0,0,1,0,1,0,0,0,0,0,3,7,1,0
1 ,39.900,36.300,37.600,.000,19,24,20,22,1,1 ,2,0,1,0,0,0,0,0,1,0,0,1,8,1,0
7 ,40.800,42.200,.000,.000,10,10,1,10,0,3 ,2,0,0,1,0,0,0,1,0,0,0,4,9,0,1
7 ,39.200,40.800,45.000,42.800,4,11,5,2,6,3 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
6 ,31.100,30.900,33.700,30.400,29,23,24,27,26,5 ,2,1,0,0,0,0,0,1,0,0,0,2,7,0,1
7 ,38.200,33.100,36.400,36.100,18,22,18,19,18,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
7 ,35.500,33.800,.000,.000,22,23,1,23,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,9,1,0
7 ,43.000,32.700,43.600,41.600,14,23,11,9,14,1 ,2,0,0,1,0,1,0,0,0,0,1,2,7,1,0
